Date,Close
2021-06-02,529.5441284179688
2021-06-03,538.0506591796875
2021-06-04,541.2841186523438
2021-06-07,545.7114868164062
2021-06-08,553.5215454101562
2021-06-09,555.7601318359375
2021-06-10,557.1033325195312
2021-06-11,562.3265991210938
2021-06-14,565.5601196289062
2021-06-15,571.8778076171875
2021-06-16,577.6483154296875
2021-06-17,570.2859497070312
2021-06-18,574.1660766601562
2021-06-21,568.8433227539062
2021-06-22,563.7692260742188
2021-06-23,563.5702514648438
2021-06-24,572.2757568359375
2021-06-25,561.5804443359375
2021-06-28,564.1671752929688
2021-06-29,564.4656372070312
2021-06-30,565.8585815429688
2021-07-01,586.7517700195312
2021-07-02,587.4482421875
2021-07-05,584.7122192382812
2021-07-06,588.7913818359375
2021-07-07,591.378173828125
2021-07-08,593.0694580078125
2021-07-09,592.572021484375
2021-07-12,590.134521484375
2021-07-13,586.1548461914062
2021-07-14,582.3244018554688
2021-07-15,581.478759765625
2021-07-16,577.349853515625
2021-07-19,585.806640625
2021-07-20,585.209716796875
2021-07-22,585.4584350585938
2021-07-23,587.1497802734375
2021-07-26,592.3233032226562
2021-07-27,585.7071533203125
2021-07-28,587.0999755859375
2021-07-29,584.5999755859375
2021-07-30,600.7000122070312
2021-08-02,599.0499877929688
2021-08-03,614.25
2021-08-04,588.0999755859375
2021-08-05,589.5499877929688
2021-08-06,585.2000122070312
2021-08-09,581.75
2021-08-10,579.7999877929688
2021-08-11,575.0999755859375
2021-08-12,575.4000244140625
2021-08-13,588.2999877929688
2021-08-16,588.3499755859375
2021-08-17,596.5999755859375
2021-08-18,597.4000244140625
2021-08-20,611.7000122070312
2021-08-23,609.9000244140625
2021-08-24,592.8499755859375
2021-08-25,600.0999755859375
2021-08-26,605.5
2021-08-27,608.75
2021-08-30,616.75
2021-08-31,621.5
2021-09-01,626.25
2021-09-02,640.8499755859375
2021-09-03,641.25
2021-09-06,634.7999877929688
2021-09-07,638.0
2021-09-08,640.6500244140625
2021-09-09,638.2999877929688
2021-09-13,640.2000122070312
2021-09-14,639.2000122070312
2021-09-15,637.2000122070312
2021-09-16,640.4000244140625
2021-09-17,653.9500122070312
2021-09-20,645.6500244140625
2021-09-21,651.2999877929688
2021-09-22,648.4000244140625
2021-09-23,647.6500244140625
2021-09-24,651.9000244140625
2021-09-27,633.2000122070312
2021-09-28,626.3499755859375
2021-09-29,623.1500244140625
2021-09-30,617.0499877929688
2021-10-01,617.9500122070312
2021-10-04,624.2000122070312
2021-10-05,616.2000122070312
2021-10-06,614.9500122070312
2021-10-07,615.1500244140625
2021-10-08,607.0
