Date,Close
2021-06-02,385.6499938964844
2021-06-03,395.79998779296875
2021-06-04,396.5
2021-06-07,409.6499938964844
2021-06-08,426.3500061035156
2021-06-09,413.8999938964844
2021-06-10,418.0
2021-06-11,414.54998779296875
2021-06-14,411.1499938964844
2021-06-15,411.3999938964844
2021-06-16,405.6000061035156
2021-06-17,426.95001220703125
2021-06-18,417.70001220703125
2021-06-21,416.3999938964844
2021-06-22,432.8500061035156
2021-06-23,432.25
2021-06-24,413.04998779296875
2021-06-25,417.1499938964844
2021-06-28,413.8999938964844
2021-06-29,411.29998779296875
2021-06-30,412.04998779296875
2021-07-01,409.75
2021-07-02,411.6000061035156
2021-07-05,418.6499938964844
2021-07-06,423.25
2021-07-07,419.04998779296875
2021-07-08,417.75
2021-07-09,416.70001220703125
2021-07-12,437.1499938964844
2021-07-13,459.6499938964844
2021-07-14,448.0
2021-07-15,442.1499938964844
2021-07-16,453.29998779296875
2021-07-19,469.1000061035156
2021-07-20,453.1000061035156
2021-07-22,459.75
2021-07-23,448.6000061035156
2021-07-26,448.1499938964844
2021-07-27,446.6499938964844
2021-07-28,466.1000061035156
2021-07-29,453.5
2021-07-30,440.70001220703125
2021-08-02,447.3999938964844
2021-08-03,452.3500061035156
2021-08-04,443.54998779296875
2021-08-05,436.3500061035156
2021-08-06,439.25
2021-08-09,426.3500061035156
2021-08-10,408.8500061035156
2021-08-11,412.95001220703125
2021-08-12,417.25
2021-08-13,419.25
2021-08-16,414.20001220703125
2021-08-17,413.8999938964844
2021-08-18,413.20001220703125
2021-08-20,403.8500061035156
2021-08-23,393.29998779296875
2021-08-24,403.6499938964844
2021-08-25,400.54998779296875
2021-08-26,395.20001220703125
2021-08-27,393.95001220703125
2021-08-30,402.29998779296875
2021-08-31,404.5
2021-09-01,420.8999938964844
2021-09-02,419.3500061035156
2021-09-03,416.3999938964844
2021-09-06,423.5
2021-09-07,433.29998779296875
2021-09-08,433.45001220703125
2021-09-09,435.54998779296875
2021-09-13,429.45001220703125
2021-09-14,433.6499938964844
2021-09-15,429.95001220703125
2021-09-16,426.0
2021-09-17,418.79998779296875
2021-09-20,411.20001220703125
2021-09-21,413.3500061035156
2021-09-22,435.45001220703125
2021-09-23,447.45001220703125
2021-09-24,440.45001220703125
2021-09-27,447.8999938964844
2021-09-28,457.45001220703125
2021-09-29,452.54998779296875
2021-09-30,459.0
2021-10-01,452.5
2021-10-04,452.29998779296875
2021-10-05,460.54998779296875
2021-10-06,463.45001220703125
2021-10-07,471.95001220703125
2021-10-08,466.75
