Date,Close
2021-06-02,1438.41015625
2021-06-03,1454.8662109375
2021-06-04,1499.2476806640625
2021-06-07,1497.003662109375
2021-06-08,1499.14794921875
2021-06-09,1488.07763671875
2021-06-10,1488.5263671875
2021-06-11,1486.63134765625
2021-06-14,1489.0250244140625
2021-06-15,1491.26904296875
2021-06-16,1465.288330078125
2021-06-17,1454.317626953125
2021-06-18,1476.8076171875
2021-06-21,1492.665283203125
2021-06-22,1492.3162841796875
2021-06-23,1494.7596435546875
2021-06-24,1494.9093017578125
2021-06-25,1502.838134765625
2021-06-28,1516.551513671875
2021-06-29,1499.297607421875
2021-06-30,1494.7596435546875
2021-07-01,1496.3056640625
2021-07-02,1485.78369140625
2021-07-05,1485.7337646484375
2021-07-06,1493.263671875
2021-07-07,1489.8726806640625
2021-07-08,1471.521728515625
2021-07-09,1496.156005859375
2021-07-12,1532.0601806640625
2021-07-13,1572.4522705078125
2021-07-14,1563.6258544921875
2021-07-15,1553.10400390625
2021-07-16,1568.1138916015625
2021-07-19,1554.64990234375
2021-07-20,1569.9090576171875
2021-07-22,1577.8380126953125
2021-07-23,1545.3746337890625
2021-07-26,1546.12255859375
2021-07-27,1514.656494140625
2021-07-28,1529.467041015625
2021-07-29,1540.487548828125
2021-07-30,1547.2196044921875
2021-08-02,1587.412353515625
2021-08-03,1588.160400390625
2021-08-04,1550.7103271484375
2021-08-05,1533.3067626953125
2021-08-06,1526.923828125
2021-08-09,1508.1240234375
2021-08-10,1486.63134765625
2021-08-11,1498.4000244140625
2021-08-12,1492.300048828125
2021-08-13,1496.9000244140625
2021-08-16,1490.9000244140625
2021-08-17,1481.0
2021-08-18,1501.199951171875
2021-08-20,1484.6500244140625
2021-08-23,1440.6500244140625
2021-08-24,1460.1500244140625
2021-08-25,1447.699951171875
2021-08-26,1439.050048828125
2021-08-27,1458.300048828125
2021-08-30,1471.1500244140625
2021-08-31,1500.4000244140625
2021-09-01,1486.0
2021-09-02,1499.25
2021-09-03,1510.449951171875
2021-09-06,1531.0
2021-09-07,1554.449951171875
2021-09-08,1576.699951171875
2021-09-09,1597.9000244140625
2021-09-13,1606.3499755859375
2021-09-14,1611.800048828125
2021-09-15,1606.800048828125
2021-09-16,1578.449951171875
2021-09-17,1568.800048828125
2021-09-20,1535.5999755859375
2021-09-21,1557.1500244140625
2021-09-22,1574.6500244140625
2021-09-23,1606.8499755859375
2021-09-24,1629.75
2021-09-27,1648.800048828125
2021-09-28,1648.75
2021-09-29,1669.9000244140625
2021-09-30,1669.449951171875
2021-10-01,1677.1500244140625
2021-10-04,1641.1500244140625
2021-10-05,1627.0
2021-10-06,1599.0
2021-10-07,1592.0
2021-10-08,1598.800048828125
