Date,Close
2021-07-12,33149.01953125
2021-07-13,32855.30078125
2021-07-14,32833.88671875
2021-07-15,32992.42578125
2021-07-16,33086.76953125
2021-07-19,32841.125
2021-07-20,32409.728515625
2021-07-22,33074.83984375
2021-07-23,33322.43359375
2021-07-26,32884.203125
2021-07-27,32442.326171875
2021-07-28,31791.490234375
2021-07-29,31474.908203125
2021-07-30,31450.6484375
2021-08-02,32412.423828125
2021-08-03,32868.828125
2021-08-04,32706.9921875
2021-08-05,32631.564453125
2021-08-06,32531.130859375
2021-08-09,32417.666015625
2021-08-10,32089.90234375
2021-08-11,32926.734375
2021-08-12,32320.724609375
2021-08-13,31132.517578125
2021-08-16,30257.0
2021-08-17,30563.19921875
2021-08-18,30823.900390625
2021-08-20,31116.55078125
2021-08-23,30908.650390625
2021-08-24,31242.19921875
2021-08-25,31061.400390625
2021-08-26,30471.75
2021-08-27,30859.05078125
2021-08-30,31424.19921875
2021-08-31,31499.099609375
2021-09-01,32108.25
2021-09-02,32049.55078125
2021-09-03,32473.30078125
2021-09-06,32014.19921875
2021-09-07,32052.44921875
2021-09-08,31900.69921875
2021-09-09,32096.0
2021-09-13,32077.75
2021-09-14,32590.44921875
2021-09-15,32685.55078125
2021-09-16,33152.0
2021-09-17,33121.25
2021-09-20,32714.25
2021-09-21,32479.099609375
2021-09-22,33348.8515625
2021-09-23,33123.75
2021-09-24,33631.19921875
2021-09-27,32980.75
2021-09-28,32726.05078125
2021-09-29,32338.599609375
2021-09-30,31704.900390625
2021-10-01,32281.05078125
2021-10-04,33068.8515625
2021-10-05,33871.3984375
2021-10-06,33889.5
2021-10-07,37153.8515625
2021-10-08,36715.80078125
